name,owner,createdAt,updatedAt,primaryLanguage,mergedPRs,releases,issues,closedIssues,stars
react-use,streamich,2018-10-27T10:16:05Z,2026-03-13T06:38:49Z,TypeScript,1533,256,0,0,43949
upscayl,upscayl,2022-07-30T17:19:20Z,2026-03-13T15:32:44Z,TypeScript,0,29,0,0,43916
retrofit,square,2010-09-06T21:39:43Z,2026-03-13T14:11:36Z,HTML,1345,4,0,0,43905
babel,babel,2014-09-28T13:38:23Z,2026-03-13T13:36:53Z,TypeScript,6560,452,0,0,43902
front-end-interview-handbook,yangshun,2018-01-13T19:40:08Z,2026-03-13T13:39:07Z,MDX,349,0,0,0,43900
streamlit,streamlit,2019-08-24T00:14:52Z,2026-03-13T15:53:06Z,Python,6940,116,0,0,43866
TensorFlow-Examples,aymericdamien,2015-11-11T14:21:19Z,2026-03-12T11:05:44Z,Jupyter Notebook,88,0,0,0,43799
Summer2026-Internships,SimplifyJobs,2020-05-23T20:53:18Z,2026-03-13T15:31:46Z,Python,1674,0,0,0,43759
awesome-claude-skills,ComposioHQ,2025-10-17T07:15:01Z,2026-03-13T15:49:22Z,Python,20,0,0,0,43692
LocalAI,mudler,2023-03-18T22:58:02Z,2026-03-13T15:48:36Z,Go,5013,97,0,0,43536
cobra,spf13,2013-09-03T20:40:26Z,2026-03-13T15:32:43Z,Go,626,27,0,0,43429
helix,helix-editor,2020-06-01T04:26:56Z,2026-03-13T15:45:23Z,Rust,4616,30,0,0,43427
TrafficMonitor,zhongyang219,2017-07-30T02:51:17Z,2026-03-13T14:51:25Z,C++,67,26,0,0,43427
jsoncrack.com,AykutSarac,2022-01-30T15:25:18Z,2026-03-13T15:48:08Z,TypeScript,89,23,0,0,43425
copyparty,9001,2019-05-26T15:28:33Z,2026-03-13T13:56:19Z,Python,172,338,0,0,43404
fuels-rs,FuelLabs,2021-10-31T22:33:54Z,2026-03-13T14:05:51Z,Rust,911,120,0,0,43374
sentry,getsentry,2010-08-30T22:06:41Z,2026-03-13T15:41:00Z,Python,82324,163,0,0,43356
fuels-ts,FuelLabs,2021-09-03T18:11:03Z,2026-03-12T14:28:56Z,TypeScript,1979,156,0,0,43327
milvus,milvus-io,2019-09-16T06:43:43Z,2026-03-13T15:45:23Z,Go,24894,154,0,0,43276
cli,cli,2019-10-03T15:24:53Z,2026-03-13T14:16:16Z,Go,2827,191,0,0,43083
spark,apache,2014-02-25T08:00:08Z,2026-03-13T15:44:49Z,Scala,9,0,0,0,42984
pm2,Unitech,2013-05-21T03:25:25Z,2026-03-13T09:48:52Z,JavaScript,558,134,0,0,42982
CPlusPlusThings,Light-City,2019-07-14T08:45:45Z,2026-03-13T15:06:17Z,C++,78,0,0,0,42961
tmux,tmux,2015-06-03T23:32:55Z,2026-03-13T15:51:14Z,C,3,39,0,0,42948
kong,Kong,2014-11-17T23:56:08Z,2026-03-13T15:24:51Z,Lua,6501,145,0,0,42945
zig,ziglang,2015-08-06T00:51:28Z,2026-03-13T15:44:08Z,Zig,9540,21,0,0,42820
what-happens-when,alex,2013-11-07T04:30:06Z,2026-03-13T15:24:53Z,None,108,0,0,0,42809
python-patterns,faif,2012-06-06T21:02:35Z,2026-03-13T14:22:13Z,Python,289,0,0,0,42793
mitmproxy,mitmproxy,2010-02-16T04:10:13Z,2026-03-13T15:53:24Z,Python,2741,79,0,0,42645
RSSHub,DIYgod,2018-04-02T14:43:21Z,2026-03-13T15:04:03Z,TypeScript,12154,0,0,0,42620
pandoc,jgm,2010-03-20T20:34:23Z,2026-03-13T15:28:59Z,Haskell,1763,153,0,0,42575
exo,exo-explore,2024-06-24T18:36:22Z,2026-03-13T15:28:42Z,Python,623,13,0,0,42562
fanqiang,bannedbook,2015-01-14T00:34:25Z,2026-03-13T15:41:02Z,Kotlin,3,3,0,0,42558
Umi-OCR,hiroi-sora,2022-03-28T04:01:46Z,2026-03-13T13:53:52Z,Python,58,31,0,0,42550
git-flight-rules,k88hudson,2014-07-22T20:35:09Z,2026-03-13T13:33:55Z,None,226,0,0,0,42477
Files,files-community,2019-01-04T18:19:14Z,2026-03-13T15:27:30Z,C#,5530,131,0,0,42388
Alamofire,Alamofire,2014-07-31T05:56:19Z,2026-03-13T13:15:39Z,Swift,664,104,0,0,42359
chatgpt-on-wechat,zhayujie,2022-08-07T08:33:41Z,2026-03-13T15:05:31Z,Python,291,66,0,0,42183
ailearning,apachecn,2017-02-25T08:53:02Z,2026-03-13T13:10:53Z,Python,478,2,0,0,42122
zod,colinhacks,2020-03-07T20:59:08Z,2026-03-13T12:35:53Z,TypeScript,975,201,0,0,42105
diagrams,mingrammer,2020-02-02T15:23:24Z,2026-03-13T12:13:00Z,Python,341,46,0,0,42067
fd,sharkdp,2017-05-09T21:27:10Z,2026-03-13T15:45:15Z,Rust,714,44,0,0,42022
full-stack-fastapi-template,fastapi,2019-02-23T15:08:34Z,2026-03-13T15:11:51Z,TypeScript,622,12,0,0,42022
gradio,gradio-app,2018-12-19T08:24:04Z,2026-03-13T14:36:31Z,Python,5375,1000,0,0,42014
aider,Aider-AI,2023-05-09T18:57:49Z,2026-03-13T15:32:42Z,Python,285,93,0,0,41911
siyuan,siyuan-note,2020-08-30T09:21:35Z,2026-03-13T15:22:16Z,TypeScript,718,880,0,0,41840
swiper,nolimits4web,2012-03-14T19:11:45Z,2026-03-13T13:48:59Z,JavaScript,619,94,0,0,41810
DeepSpeed,deepspeedai,2020-01-23T18:35:18Z,2026-03-13T15:02:07Z,Python,2954,107,0,0,41803
bruno,usebruno,2022-09-27T20:51:45Z,2026-03-13T14:30:58Z,JavaScript,2080,160,0,0,41775
ray,ray-project,2016-10-25T19:38:30Z,2026-03-13T15:45:10Z,Python,30159,122,0,0,41714
English-level-up-tips,byoungd,2017-05-30T07:18:52Z,2026-03-13T12:23:28Z,None,26,0,0,0,41713
dubbo,apache,2012-06-19T07:56:02Z,2026-03-13T07:47:59Z,Java,6024,113,0,0,41710
Win11Debloat,Raphire,2020-10-27T22:26:59Z,2026-03-13T15:52:50Z,PowerShell,66,25,0,0,41689
system-design,karanpratapsingh,2022-08-15T18:59:54Z,2026-03-13T15:48:42Z,None,12,0,0,0,41601
nw.js,nwjs,2012-01-04T06:21:10Z,2026-03-12T19:14:32Z,JavaScript,576,0,0,0,41574
yarn,yarnpkg,2016-01-19T17:39:16Z,2026-03-13T12:29:14Z,JavaScript,1655,153,0,0,41528
logseq,logseq,2020-05-23T00:06:06Z,2026-03-13T15:46:08Z,Clojure,3140,152,0,0,41487
uni-app,dcloudio,2018-07-12T08:52:39Z,2026-03-13T12:02:14Z,JavaScript,555,0,0,0,41446
black,psf,2018-03-14T19:54:45Z,2026-03-13T15:47:43Z,Python,1740,53,0,0,41432
cherry-studio,CherryHQ,2024-05-24T01:56:26Z,2026-03-13T15:43:15Z,TypeScript,3087,247,0,0,41425
pure-bash-bible,dylanaraps,2018-06-13T01:39:33Z,2026-03-13T15:50:44Z,Shell,28,0,0,0,41419
ColossalAI,hpcaitech,2021-10-28T16:19:44Z,2026-03-13T14:40:33Z,Python,3705,50,0,0,41363
ccxt,ccxt,2017-05-14T15:41:56Z,2026-03-13T15:07:48Z,Python,14240,217,0,0,41319
hyperswitch,juspay,2022-10-17T11:18:28Z,2026-03-13T14:07:29Z,Rust,6567,152,0,0,41311
hexo,hexojs,2012-09-23T15:17:08Z,2026-03-13T13:21:37Z,TypeScript,975,117,0,0,41297
ChatGLM-6B,zai-org,2023-03-13T12:00:18Z,2026-03-13T15:07:41Z,Python,49,0,0,0,41221
payload,payloadcms,2021-01-05T18:49:45Z,2026-03-13T15:21:16Z,TypeScript,6781,559,0,0,41172
fastlane,fastlane,2014-12-02T17:00:38Z,2026-03-13T14:43:57Z,Ruby,6345,560,0,0,41171
minimind,jingyaogong,2024-07-27T04:34:12Z,2026-03-13T15:37:29Z,Python,9,2,0,0,41162
vue2-elm,bailicangdu,2016-12-23T01:49:20Z,2026-03-12T03:13:03Z,Vue,21,0,0,0,41158
cheat.sh,chubin,2017-05-07T21:40:56Z,2026-03-13T14:26:16Z,Python,129,0,0,0,41087
curl,curl,2010-03-18T22:32:22Z,2026-03-13T15:46:01Z,C,203,95,0,0,41086
styled-components,styled-components,2016-08-16T06:41:32Z,2026-03-13T10:54:04Z,TypeScript,995,189,0,0,41030
jan,janhq,2023-08-17T02:17:10Z,2026-03-13T15:38:47Z,TypeScript,3487,98,0,0,41028
vuetify,vuetifyjs,2016-09-12T00:39:35Z,2026-03-13T13:48:02Z,TypeScript,4673,643,0,0,40987
ui-ux-pro-max-skill,nextlevelbuilder,2025-11-30T11:36:31Z,2026-03-13T15:51:35Z,Python,64,17,0,0,40875
tabler,tabler,2018-02-01T09:08:59Z,2026-03-13T12:26:50Z,HTML,787,51,0,0,40841
WeChatMsg,LC044,2023-01-11T05:03:49Z,2026-03-13T15:22:25Z,None,62,0,0,0,40640
desktop,zen-browser,2024-03-28T00:05:55Z,2026-03-13T15:43:57Z,JavaScript,796,156,0,0,40633
cal.com,calcom,2021-03-22T13:47:42Z,2026-03-13T14:57:42Z,TypeScript,12932,611,0,0,40553
bubbletea,charmbracelet,2020-01-10T21:04:03Z,2026-03-13T15:05:54Z,Go,676,73,0,0,40543
BMAD-METHOD,bmad-code-org,2025-04-13T14:54:25Z,2026-03-13T15:41:55Z,JavaScript,437,25,0,0,40516
data-engineer-handbook,DataExpert-io,2023-11-19T19:47:41Z,2026-03-13T14:58:56Z,Jupyter Notebook,177,0,0,0,40487
50projects50days,bradtraversy,2020-11-16T14:39:01Z,2026-03-13T10:08:45Z,CSS,44,0,0,0,40485
daisyui,saadeghi,2020-11-28T22:57:27Z,2026-03-13T15:05:43Z,Svelte,528,184,0,0,40480
twenty,twentyhq,2022-12-01T13:04:40Z,2026-03-13T15:17:14Z,TypeScript,10252,59,0,0,40408
HEU_KMS_Activator,zbezj,2019-06-23T00:49:35Z,2026-03-13T15:42:52Z,None,0,50,0,0,40356
chakra-ui,chakra-ui,2019-08-17T14:27:54Z,2026-03-13T15:45:20Z,TypeScript,2929,1000,0,0,40349
zju-icicles,QSCTech,2016-06-28T16:17:32Z,2026-03-13T13:20:12Z,HTML,232,0,0,0,40341
aria2,aria2,2010-11-27T09:41:48Z,2026-03-13T09:16:52Z,C++,256,24,0,0,40272
wrk,wg,2012-03-20T11:12:28Z,2026-03-13T13:54:41Z,C,0,0,0,0,40132
remote-jobs,remoteintech,2015-10-13T03:49:25Z,2026-03-13T09:38:51Z,Nunjucks,1375,0,0,0,40092
vim,vim,2015-08-18T21:03:56Z,2026-03-13T15:51:32Z,Vim Script,440,0,0,0,40001
php-src,php,2011-06-16T01:52:25Z,2026-03-13T15:46:39Z,C,4809,44,0,0,39974
bert,google-research,2018-10-25T22:57:34Z,2026-03-13T14:17:46Z,Python,32,0,0,0,39910
puter,HeyPuter,2024-03-03T01:44:32Z,2026-03-13T15:52:27Z,JavaScript,1357,8,0,0,39881
tidb,pingcap,2015-09-06T04:01:52Z,2026-03-13T14:22:53Z,Go,34718,213,0,0,39867
esbuild,evanw,2016-06-14T16:08:50Z,2026-03-13T14:16:15Z,Go,258,310,0,0,39807
trpc,trpc,2020-07-18T01:17:11Z,2026-03-13T12:24:43Z,TypeScript,3855,231,0,0,39738
free,freefq,2020-06-07T02:48:33Z,2026-03-13T15:43:22Z,None,0,0,0,0,39723
oh-my-openagent,code-yeongyu,2025-12-03T01:40:05Z,2026-03-13T15:52:39Z,TypeScript,712,150,0,0,39714
Fabric,danielmiessler,2024-01-03T23:18:31Z,2026-03-13T15:45:02Z,Go,605,387,0,0,39709
gorm,go-gorm,2013-10-25T08:31:38Z,2026-03-13T14:32:24Z,Go,775,11,0,0,39639
Mole,tw93,2025-09-23T06:38:40Z,2026-03-13T15:38:57Z,Shell,129,29,0,0,39591
video.js,videojs,2010-05-14T18:45:10Z,2026-03-13T14:57:09Z,JavaScript,1821,334,0,0,39549
Deep-Learning-Papers-Reading-Roadmap,floodsung,2016-10-14T11:49:48Z,2026-03-13T12:58:20Z,Python,28,0,0,0,39477
photoprism,photoprism,2018-01-27T12:00:15Z,2026-03-13T15:45:23Z,Go,887,80,0,0,39432
FastChat,lm-sys,2023-03-19T00:18:02Z,2026-03-13T09:29:17Z,Python,852,14,0,0,39423
appsmith,appsmithorg,2020-06-30T04:07:36Z,2026-03-13T15:01:26Z,TypeScript,14101,302,0,0,39371
fiber,gofiber,2020-01-16T03:59:20Z,2026-03-13T13:10:55Z,Go,2120,135,0,0,39370
faiss,facebookresearch,2017-02-07T16:07:05Z,2026-03-13T15:42:18Z,C++,137,25,0,0,39366
remotion,remotion-dev,2020-06-23T19:49:10Z,2026-03-13T15:42:08Z,TypeScript,4206,597,0,0,39361
Awesome-Design-Tools,goabstract,2019-02-12T13:55:30Z,2026-03-13T14:33:23Z,JavaScript,283,0,0,0,39267
phaser,phaserjs,2013-04-12T12:27:51Z,2026-03-13T15:54:31Z,JavaScript,1734,173,0,0,39178
materialize,Dogfalo,2014-09-12T19:35:38Z,2026-03-13T11:47:45Z,JavaScript,449,41,0,0,39125
shellcheck,koalaman,2012-11-17T03:15:11Z,2026-03-13T14:23:39Z,Haskell,334,30,0,0,39105
cobalt,imputnet,2022-07-08T18:12:55Z,2026-03-13T15:47:34Z,Svelte,249,0,0,0,39100
styleguide,google,2015-05-20T19:18:59Z,2026-03-13T15:12:49Z,HTML,197,0,0,0,39096
data-engineering-zoomcamp,DataTalksClub,2021-10-21T09:32:50Z,2026-03-13T15:36:54Z,Jupyter Notebook,454,0,0,0,39073
bark,suno-ai,2023-04-07T19:34:48Z,2026-03-13T07:24:44Z,Jupyter Notebook,19,0,0,0,39043
quivr,QuivrHQ,2023-05-12T23:53:30Z,2026-03-13T15:40:14Z,Python,1824,354,0,0,39000
lossless-cut,mifi,2016-10-30T10:49:56Z,2026-03-13T15:19:08Z,TypeScript,225,105,0,0,38978
litellm,BerriAI,2023-07-27T00:09:52Z,2026-03-13T15:51:34Z,Python,10025,1000,0,0,38956
ChatTTS,2noise,2024-05-27T18:26:49Z,2026-03-13T12:56:18Z,Python,220,6,0,0,38925
chatbox,chatboxai,2023-03-06T12:22:15Z,2026-03-13T15:19:51Z,TypeScript,0,52,0,0,38921
leveldb,google,2014-08-27T21:17:52Z,2026-03-13T09:46:10Z,C++,65,21,0,0,38893
agency-agents,msitarzewski,2025-10-13T12:12:29Z,2026-03-13T15:54:35Z,Shell,58,0,0,0,38726
nushell,nushell,2019-05-10T16:59:42Z,2026-03-13T15:46:08Z,Rust,8498,117,0,0,38713
mindsdb,mindsdb,2018-08-02T17:56:45Z,2026-03-13T15:40:51Z,Python,5797,337,0,0,38706
novu,novuhq,2021-08-26T15:22:44Z,2026-03-13T14:37:55Z,TypeScript,6939,108,0,0,38688
qlib,microsoft,2020-08-14T06:46:00Z,2026-03-13T15:49:11Z,Python,751,23,0,0,38683
agno,agno-agi,2022-05-04T15:23:02Z,2026-03-13T15:50:23Z,Python,2928,174,0,0,38666
devdocs,freeCodeCamp,2013-10-24T18:16:07Z,2026-03-13T05:37:50Z,Ruby,982,0,0,0,38598
impress.js,impress,2011-12-28T22:23:19Z,2026-03-13T14:43:50Z,JavaScript,124,15,0,0,38518
BettaFish,666ghj,2024-07-01T13:11:38Z,2026-03-13T15:53:37Z,Python,105,6,0,0,38488
preact,preactjs,2015-09-11T02:40:18Z,2026-03-13T12:35:49Z,JavaScript,1994,241,0,0,38476
awesome-cursorrules,PatrickJS,2024-09-16T15:38:38Z,2026-03-13T15:54:27Z,MDX,70,0,0,0,38435
googletest,google,2015-07-28T15:07:53Z,2026-03-13T13:57:08Z,C++,813,11,0,0,38339
python-cheatsheet,gto76,2018-01-25T04:16:53Z,2026-03-13T02:23:07Z,Python,0,0,0,0,38280
MPAndroidChart,PhilJay,2014-04-25T14:29:47Z,2026-03-13T08:55:35Z,Java,191,44,0,0,38226
lapce,lapce,2018-02-06T08:41:06Z,2026-03-13T15:03:00Z,Rust,1179,35,0,0,38134
halo,halo-dev,2018-03-21T12:56:52Z,2026-03-13T14:52:02Z,Java,2965,252,0,0,38083
istio,istio,2016-11-18T23:57:21Z,2026-03-13T15:46:06Z,Go,29514,426,0,0,38066
insomnia,Kong,2016-04-23T03:54:26Z,2026-03-13T15:33:13Z,TypeScript,3756,547,0,0,38055
ant-design-pro,ant-design,2017-08-25T10:40:44Z,2026-03-13T14:19:08Z,TypeScript,1025,26,0,0,37995
tesseract.js,naptha,2015-06-24T02:49:52Z,2026-03-13T03:36:21Z,JavaScript,204,57,0,0,37920
aspnetcore,dotnet,2014-03-11T06:09:42Z,2026-03-13T14:09:30Z,C#,18638,280,0,0,37777
wtfjs,denysdovhan,2017-07-14T15:42:12Z,2026-03-13T14:46:39Z,JavaScript,125,25,0,0,37736
polars,pola-rs,2020-05-13T19:45:33Z,2026-03-13T15:42:16Z,Rust,12778,249,0,0,37733
metasploit-framework,rapid7,2011-08-30T06:13:20Z,2026-03-13T14:14:19Z,Ruby,11680,0,0,0,37704
cli,httpie,2012-02-25T12:39:13Z,2026-03-13T05:38:45Z,Python,406,47,0,0,37702
freecodecamp.cn,FreeCodeCampChina,2016-09-30T03:13:43Z,2026-03-13T08:51:28Z,CSS,55,0,0,0,37633
Folo,RSSNext,2024-04-08T03:23:35Z,2026-03-13T14:31:33Z,TypeScript,1448,95,0,0,37619
interview,huihut,2018-02-09T09:49:48Z,2026-03-13T12:57:36Z,C++,36,0,0,0,37599
ToolJet,ToolJet,2021-03-30T08:51:34Z,2026-03-13T15:34:19Z,JavaScript,7804,458,0,0,37595
outline,outline,2016-05-22T21:31:47Z,2026-03-13T15:27:52Z,TypeScript,4195,157,0,0,37581
vnpy,vnpy,2015-03-02T03:36:58Z,2026-03-13T14:28:37Z,Python,1063,66,0,0,37565
it-tools,CorentinTh,2020-04-05T11:50:24Z,2026-03-13T15:06:45Z,Vue,493,10,0,0,37547
NewPipe,TeamNewPipe,2015-09-03T23:39:26Z,2026-03-13T14:12:13Z,Java,1798,141,0,0,37513
Langchain-Chatchat,chatchat-space,2023-03-31T12:12:45Z,2026-03-13T14:04:00Z,Python,621,31,0,0,37502
v,vlang,2019-02-08T02:57:06Z,2026-03-13T15:45:40Z,V,13091,303,0,0,37465
google-research,google-research,2018-10-04T18:42:48Z,2026-03-13T10:11:03Z,Jupyter Notebook,29,0,0,0,37452
Open-Assistant,LAION-AI,2022-12-13T05:24:17Z,2026-03-13T05:26:59Z,Python,1616,127,0,0,37440
engineering-blogs,kilimchoi,2015-06-13T18:25:17Z,2026-03-13T15:53:45Z,Ruby,681,0,0,0,37420
GFPGAN,TencentARC,2021-03-19T06:18:20Z,2026-03-13T12:00:31Z,Python,14,8,0,0,37396
tutorials,eugenp,2013-04-29T18:26:36Z,2026-03-13T14:58:21Z,Java,13727,0,0,0,37359
llvm-project,llvm,2016-12-07T09:39:33Z,2026-03-13T15:50:25Z,LLVM,76427,150,0,0,37354
taro,NervJS,2018-04-08T09:32:26Z,2026-03-13T15:49:47Z,TypeScript,3465,207,0,0,37346
spacedrive,spacedriveapp,2021-09-27T05:09:04Z,2026-03-13T14:49:27Z,Rust,1957,28,0,0,37345
paperless-ngx,paperless-ngx,2022-02-12T21:56:52Z,2026-03-13T15:24:43Z,Python,3034,143,0,0,37320
deeplearningbook-chinese,exacity,2016-12-07T11:46:51Z,2026-03-13T15:06:17Z,TeX,16,7,0,0,37208
interview_internal_reference,0voice,2019-06-10T06:54:19Z,2026-03-13T07:20:31Z,Python,35,0,0,0,37205
worldmonitor,koala73,2026-01-08T17:26:06Z,2026-03-13T15:52:54Z,TypeScript,1004,43,0,0,37196
manim,ManimCommunity,2020-05-19T02:37:13Z,2026-03-13T14:00:32Z,Python,2043,33,0,0,37186
arthas,alibaba,2018-08-29T17:15:57Z,2026-03-13T12:47:30Z,Java,584,69,0,0,37183
compose,docker,2013-12-09T11:40:58Z,2026-03-13T15:45:21Z,Go,3759,275,0,0,37142
RevokeMsgPatcher,huiyadanli,2019-07-21T15:12:52Z,2026-03-13T15:47:48Z,C#,12,21,0,0,37133
gym,openai,2016-04-27T14:59:16Z,2026-03-13T14:45:04Z,Python,999,19,0,0,37092
stats,exelban,2019-05-29T19:24:56Z,2026-03-13T14:46:51Z,Swift,433,323,0,0,36998
wtfpython,satwikkansal,2017-08-28T20:22:19Z,2026-03-13T13:13:14Z,Python,113,2,0,0,36919
JavaFamily,AobingJava,2019-11-12T04:26:18Z,2026-03-13T11:03:52Z,None,2,0,0,0,36914
drawdb,drawdb-io,2023-07-16T17:09:20Z,2026-03-13T15:39:52Z,JavaScript,352,0,0,0,36880
MockingBird,babysor,2021-08-07T03:53:39Z,2026-03-13T07:54:56Z,Python,82,1,0,0,36874
portainer,portainer,2016-05-19T20:15:28Z,2026-03-13T15:24:33Z,TypeScript,4785,176,0,0,36842
REKCARC-TSC-UHT,PKUanonym,2019-04-05T03:31:23Z,2026-03-13T08:50:47Z,HTML,175,0,0,0,36827
awesome-openclaw-skills,VoltAgent,2026-01-25T09:22:32Z,2026-03-13T15:54:06Z,None,77,0,0,0,36822
docs,inkonchain,2024-05-07T16:49:36Z,2026-03-11T14:51:51Z,MDX,407,0,0,0,36814
sqlmap,sqlmapproject,2012-06-26T09:52:15Z,2026-03-13T14:13:50Z,Python,180,11,0,0,36813
gkd,gkd-kit,2023-07-04T03:59:15Z,2026-03-13T15:34:16Z,Kotlin,10,64,0,0,36772
node,inkonchain,2024-05-13T23:20:40Z,2026-03-11T14:51:50Z,Shell,36,6,0,0,36764
shadowsocks-android,shadowsocks,2012-12-16T13:40:29Z,2026-03-13T09:45:34Z,Kotlin,258,186,0,0,36699
react-bits,DavidHDev,2024-08-06T06:54:54Z,2026-03-13T15:44:41Z,JavaScript,158,0,0,0,36695
supervision,roboflow,2022-11-28T14:08:44Z,2026-03-13T14:36:53Z,Python,1134,35,0,0,36689
ink-kit,inkonchain,2024-11-04T16:32:17Z,2026-03-11T14:51:53Z,TypeScript,91,0,0,0,36670
marked,markedjs,2011-07-24T13:15:51Z,2026-03-13T12:50:42Z,TypeScript,1646,166,0,0,36649
awesome-shell,alebcay,2014-07-07T01:57:42Z,2026-03-13T09:48:10Z,None,307,0,0,0,36634
duckdb,duckdb,2018-06-26T15:04:45Z,2026-03-13T15:24:01Z,C++,9706,57,0,0,36634
GPT_API_free,chatanywhere,2023-04-23T12:42:08Z,2026-03-13T15:41:49Z,Python,1,0,0,0,36603
og-aws,open-guides,2016-07-13T17:30:16Z,2026-03-12T18:26:34Z,Shell,498,0,0,0,36589
date-fns,date-fns,2014-10-06T10:24:22Z,2026-03-13T10:23:27Z,TypeScript,1068,122,0,0,36514
pytorch-image-models,huggingface,2019-02-02T05:51:12Z,2026-03-13T15:06:42Z,Python,526,75,0,0,36494
LLM101n,karpathy,2024-05-27T00:23:38Z,2026-03-13T15:02:24Z,None,0,0,0,0,36482
Coursera-ML-AndrewNg-Notes,fengdu78,2017-11-04T10:04:08Z,2026-03-13T15:35:46Z,HTML,14,0,0,0,36475
typeorm,typeorm,2016-02-29T07:41:14Z,2026-03-13T14:13:53Z,TypeScript,2469,40,0,0,36388
headscale,juanfont,2020-06-21T09:21:05Z,2026-03-13T15:39:38Z,Go,1235,132,0,0,36372
sheetjs,SheetJS,2012-12-03T19:25:52Z,2026-03-13T11:52:06Z,None,106,0,0,0,36204
HanLP,hankcs,2014-10-09T06:36:16Z,2026-03-13T15:31:08Z,Python,79,62,0,0,36197
slate,slatedocs,2013-09-13T22:15:24Z,2026-03-13T14:29:33Z,None,298,28,0,0,36161
955.WLB,formulahendry,2019-03-27T23:53:37Z,2026-03-13T10:45:11Z,None,18,0,0,0,36160
lerna,lerna,2015-12-04T09:36:55Z,2026-03-13T14:39:43Z,TypeScript,1036,250,0,0,36093
RuView,ruvnet,2025-06-07T04:32:30Z,2026-03-13T15:54:06Z,Rust,38,12,0,0,36081
OpenVoice,myshell-ai,2023-11-29T12:17:01Z,2026-03-13T13:10:44Z,Python,18,0,0,0,36075
aseprite,aseprite,2014-08-19T23:44:50Z,2026-03-13T14:50:46Z,C++,483,123,0,0,36064
hello-algorithm,geekxh,2020-05-29T05:47:09Z,2026-03-13T00:47:49Z,Java,26,0,0,0,36021
carbon,carbon-app,2017-06-16T02:50:28Z,2026-03-13T12:50:26Z,JavaScript,669,215,0,0,35988
DragGAN,XingangPan,2023-05-18T10:08:02Z,2026-03-13T07:24:26Z,Python,18,0,0,0,35966
servo,servo,2012-02-08T19:07:25Z,2026-03-13T15:51:38Z,Rust,23204,5,0,0,35965
qBittorrent,qbittorrent,2012-02-04T09:37:46Z,2026-03-13T14:38:04Z,C++,4133,0,0,0,35956
awesome-deepseek-integration,deepseek-ai,2024-01-11T02:43:17Z,2026-03-13T15:20:43Z,None,289,0,0,0,35906
manifesto,opentofu,2023-08-13T16:17:24Z,2026-03-13T08:52:28Z,HTML,765,0,0,0,35885
ShareX,ShareX,2013-10-08T23:32:10Z,2026-03-13T14:45:48Z,C#,774,85,0,0,35857
AgentGPT,reworkd,2023-04-07T02:29:19Z,2026-03-13T15:44:11Z,TypeScript,541,12,0,0,35815
fastify,fastify,2016-09-28T19:10:14Z,2026-03-13T13:50:44Z,JavaScript,3281,309,0,0,35813
Xray-core,XTLS,2020-11-09T11:23:10Z,2026-03-13T15:48:07Z,Go,1221,106,0,0,35801
mattermost,mattermost,2015-06-15T06:50:02Z,2026-03-13T15:23:01Z,TypeScript,20608,937,0,0,35799
ruoyi-vue-pro,YunaiV,2021-01-24T03:18:25Z,2026-03-13T15:35:54Z,Java,73,54,0,0,35784
leetcode,doocs,2018-09-16T14:03:03Z,2026-03-13T14:51:15Z,Java,4482,21,0,0,35761
koa,koajs,2013-07-20T18:53:45Z,2026-03-13T13:41:37Z,JavaScript,541,16,0,0,35747
reactive-resume,amruthpillai,2020-03-25T14:08:22Z,2026-03-13T14:12:45Z,TypeScript,735,110,0,0,35719
linux-command,jaywcjlove,2016-11-12T15:44:26Z,2026-03-13T15:41:00Z,Markdown,370,32,0,0,35661
awesome-docker,veggiemonk,2014-09-21T17:01:48Z,2026-03-13T14:43:57Z,Makefile,997,1,0,0,35661
umami,umami-software,2020-07-17T07:59:00Z,2026-03-13T14:36:21Z,TypeScript,874,106,0,0,35649
awesome-react-native,jondot,2015-03-26T19:58:06Z,2026-03-13T05:15:33Z,JavaScript,912,0,0,0,35625
xyflow,xyflow,2019-07-15T14:47:30Z,2026-03-13T15:52:24Z,TypeScript,1468,369,0,0,35619
tiptap,ueberdosis,2018-08-20T19:58:58Z,2026-03-13T15:49:39Z,TypeScript,1507,951,0,0,35614
lottie-android,airbnb,2016-10-06T22:42:42Z,2026-03-13T02:13:00Z,Java,720,63,0,0,35599
vim-plug,junegunn,2013-09-10T14:58:51Z,2026-03-13T07:50:10Z,Vim Script,179,8,0,0,35583
ink,vadimdemedes,2017-06-12T06:12:28Z,2026-03-13T14:55:51Z,TypeScript,294,72,0,0,35550
fullPage.js,alvarotrigo,2013-09-20T11:58:29Z,2026-03-13T09:39:18Z,JavaScript,327,109,0,0,35486
nativefier,nativefier,2015-07-05T05:56:42Z,2026-03-12T17:33:08Z,TypeScript,261,99,0,0,35360
solid,solidjs,2018-04-24T16:36:27Z,2026-03-13T15:46:34Z,TypeScript,395,36,0,0,35317
dioxus,DioxusLabs,2021-01-15T01:57:26Z,2026-03-13T14:39:17Z,Rust,1973,33,0,0,35264
hackathon-starter,sahat,2013-11-13T17:24:12Z,2026-03-13T15:02:39Z,JavaScript,461,18,0,0,35217
vault,hashicorp,2015-02-25T00:15:59Z,2026-03-13T15:31:31Z,Go,21325,176,0,0,35211
